OrganisationID;OrganisationCode;OrganisationName;MetricName;Value;Text
9445752;RRK97;Heartlands Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
9445752;RRK97;Heartlands Hospital;Data Quality;100%;of applicable cases included
9445752;RRK97;Heartlands Hospital;High risk patients transferred to critical care;95%;of high risk patients transferred, National average 87%
9445752;RRK97;Heartlands Hospital;Number of cases;222;cases
9445752;RRK97;Heartlands Hospital;Risk recorded before surgery;73%;of patients had risk recorded, National average 75%
9445752;RRK97;Heartlands Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;89%;of high risk surgeries supervised, National average 83%
9445753;RRK98;Good Hope Hospital;30 day survival rate;90.00%;90.00%
9445753;RRK98;Good Hope Hospital;Arrival time to theatre;93%;of patients arrived within appropriate time, National average 82%
9445753;RRK98;Good Hope Hospital;Data Quality;92%;of applicable cases included
9445753;RRK98;Good Hope Hospital;High risk patients transferred to critical care;73%;of high risk patients transferred, National average 87%
9445753;RRK98;Good Hope Hospital;Number of cases;148;cases
9445753;RRK98;Good Hope Hospital;Risk recorded before surgery;53%;of patients had risk recorded, National average 75%
9445753;RRK98;Good Hope Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;92%;of high risk surgeries supervised, National average 83%
